x,y
0.06320001134753284,0.07619563090298698
0.09645169804811715,0.07494869550514238
0.13276274201750482,0.07540455820558245
0.16566330623010117,0.07248967906986925
0.2308375024996714,0.10188576144179828
0.2641811394711304,0.09922809216737116
0.3005493945917408,0.0998979346851856
0.3361796196628326,0.1109704523313666
0.372561794656761,0.12598566064841643
0.41559466206633644,0.13284979090944393
0.4676912272686877,0.14893781077629464
0.5319738366101276,0.17745007520181
0.561834039765273,0.17152044747481598
0.6265459751354889,0.20043821994446764
0.6728457963299661,0.21094459322761994
0.7234956164385835,0.2258010202054863
0.766380723166904,0.23289271413288803
0.821145493894246,0.2518640721320877
0.8597301055428481,0.2546552715019801
0.9149170264983439,0.2740487801469871
0.977358195773391,0.300696537103065
1.023987289075265,0.3115322180867053
1.0738844267206957,0.3256359434157621
1.1182188932503152,0.33417699764716824
1.1687421541198582,0.34890684609381983
1.2334436030935692,0.3778148821917511
1.2630268826197835,0.3716047554099906
1.327969927789976,0.40075439480105546
1.375288026385185,0.4122788015022967
1.4242195905131219,0.4254174924568219
1.4687258194496948,0.43414119137355245
1.5219660655654081,0.4515351541353909
1.5624207432716162,0.4558648942779686
1.6131225404821663,0.47392548710268434
1.7049568486993678,0.5011442397765964
1.7592591368101154,0.510325765765018
1.8738980767026803,0.5497711988447436
1.9239476204044657,0.5568994637311167
2.042330965589329,0.5981939025849559
2.093137891129828,0.605700696030866
2.1672355268619192,0.6248527752973021
2.262344563737699,0.654510490281226
2.3367865744351946,0.6738368973274276
2.424811535461579,0.699950539541152
2.4752794274631285,0.7072006850801844
2.5930946774963424,0.7485462158423419
2.638265616587205,0.7564664068881002
2.6920035169168557,0.773843464806578
2.7550104694642386,0.8011265109111689
2.8048654102977117,0.8151969444827505
2.8507083427110764,0.8252443324557821
2.911613394951953,0.8503561371640074
2.969979479827412,0.8729280723720447
3.012865110102311,0.8800120923042329
3.08762286032686,0.9190322505119926
3.158658934133591,0.9544741225486377
3.233116236014723,0.9901981789601506
3.276420753492779,1.0260036577271392
3.350014005184054,1.0624997541583414
3.4188031599949475,1.0962524372668985
3.517541319823234,1.1595669501972057
3.6085548004047467,1.2123855231785003
3.729604080930091,1.2867382015453592
3.866835636825531,1.3254816931760645
3.979555325838465,1.3509986713518516
4.009572910250128,1.3490661482613917
4.049063499548367,1.350301615568069
4.109043381139035,1.3583605323340406
4.198155358497935,1.3761508854236495
4.2316606173543505,1.3754787891900064
4.260874217708249,1.3722889624531835
4.35444915918227,1.4011625363891826
4.386235900797132,1.399157878197053
4.424145670861989,1.4002166652752526
4.477512469327291,1.409006100668225
4.5472595140998315,1.425969331456583
4.581436910049334,1.4250784610349227
4.6168186907939806,1.4256760652798222
4.652675769511173,1.4269897429133267
4.688473781753455,1.452384511965446
4.724266982432063,1.449965587216011
4.760101046953174,1.4499895175593394
4.795714800855599,1.4498660284455895
4.830214620856182,1.4485694266948799
4.8856500239034695,1.4682062923007213
4.927824900268821,1.4745792322145355
4.963819364659884,1.4749788116103617
4.99987876144511,1.475028942516062
5.055822098492737,1.4851026509129013
5.1238529567804925,1.50122220739645
5.171057691466558,1.5069180458402918
5.241823636996163,1.5244792828227332
5.336837502475106,1.5542976862303681
5.4554263438248825,1.589414095233852
5.601202228542537,1.6253729175731144
5.721827551014783,1.6611714113278144
5.817392921743721,1.696960759503202
5.953558484309539,1.7327543304608954
6.0352286323699005,1.7685478486113255
6.135728860686971,1.8043413283393455
6.204685888883617,1.840133575637029
6.27684424268983,1.8759271325779792
6.348507394060899,1.9117712127971376
6.4199259132534685,1.9474136312736934
6.489652794477323,1.9813811419376406
6.583989007689578,2.039708824652022
6.664320464679832,2.083346020499596
6.741719753048081,2.142783176543506
6.802439946140073,2.176473270610288
6.83651815260243,2.214708194970044
6.873077044423638,2.2244505267119963
6.908338934841282,2.259582848329558
6.947016426549585,2.2945742928058226
6.954005762779289,2.3304372828529467
6.977721040844429,2.366245033054557
6.976554734398661,2.402035939569584
7.0022423356931895,2.437829175376456
7.000141393793207,2.473622655296976
7.008692783211092,2.509416067251508
7.026561923460662,2.545209477695255
7.030214459602163,2.581002888007822
7.0524564000046865,2.6167963213097694
7.052021593754166,2.6525897643175376
7.077164580854827,2.6883821823799
7.075093917790056,2.724177207644528
7.084515231511819,2.7600101266435932
7.100741353000487,2.795625663051806
7.098796013095509,2.8301723446885183
7.117880845863233,2.885274415951977
7.123933914965267,2.9271177304569878
7.1395640800864015,2.9779023004284144
7.1499982454887885,3.0248702699703958
7.139546629767466,3.0818350141038393
7.125638557330362,3.1454747458738983
7.092162746990461,3.254094968811106
7.05721275461417,3.379935478400657
7.021312260270168,3.4858833801210154
6.985505840091886,3.5976533473986394
6.949715669242991,3.6502094171888078
6.913922350141611,3.6863778009766466
6.878128858325102,3.721852149746073
6.842335446965997,3.757658841708269
6.806542052767242,3.793458775776998
6.770748695352065,3.829251409863557
6.734954423754438,3.8650452905236476
6.699161187235827,3.900838608812856
6.663405017162486,3.936607118154567
6.627497850018553,3.9724765979021277
6.590370194680091,4.009162220542109
6.563037977789499,4.0392976188311565
6.438306471528332,4.134313042122471
6.416470951210375,4.1617297033497
6.322128978790417,4.227039433845476
6.286492018614766,4.265883186835788
6.256393462907273,4.290728004104933
6.105326420878665,4.541125619316567
6.082313480472006,4.630914035033108
6.0495330014388315,4.732627180925267
6.033599214454796,4.781389639518061
6.025300282435225,4.82514574729958
6.024860517909083,4.91416416673934
6.02494647548032,4.999498992841227
6.023036130724524,5.031198151695625
6.045845439418521,5.111582979920161
6.048129051077769,5.150922345030411
6.067316152285276,5.243521864889248
6.074138437208713,5.2998912175376685
6.089155667950475,5.381107148895815
6.099733088262511,5.448017428162402
6.135638693938116,5.574171559727743
6.170605925532403,5.662295749080862
6.206453563447191,5.737158841064431
6.242262764510741,5.809661880049742
6.278053904648118,5.881116850156888
6.313847090529624,5.952690554614863
6.34964056837185,6.024281157073746
6.385433981573346,6.095867225519395
6.421227392695023,6.167457275051129
6.4570208079422535,6.239070783565452
6.492814197543652,6.310444316254371
6.528607551479457,6.381483739809404
6.564402104783849,6.468548046082585
6.600194639774784,6.550357201792984
6.635940208960079,6.621939318534126
6.6719056750470855,6.69414149369903
6.709338489624571,6.77422546139756
6.723457082619053,6.840404866478792
6.751178926160858,6.930687152962941
6.764831367633743,7.010046554637819
6.774905288409272,7.075473224103275
6.772860854623019,7.1051103171074335
6.797909578041995,7.2160646502749834
6.79751724962729,7.250680599861612
6.81992732759846,7.35370393642801
6.824715900516697,7.403863099335682
6.822434145617088,7.43281125219295
6.850739252369063,7.553519983710546
6.84997484004294,7.587020158994873
6.848873653515984,7.619510011758948
6.8775578454120705,7.7413559997642505
6.875300128618875,7.770376261701719
6.879366658310193,7.818369263093361
6.901748927538286,7.921309483095273
6.899730032083198,7.9510462090476555
6.912446159398531,8.0249880033113
6.925529654255925,8.100031900201115
6.933911681161675,8.160971393236007
6.950871790723301,8.247645134238512
6.9489476139297395,8.27766601617546
6.967062698199278,8.367804681301873
6.974187129806541,8.42497138844151
6.988505602384489,8.503720218485068
7.000178815871205,8.574533271276895
7.0002299426794785,8.61048006433177
6.999838619051502,8.645099504306007
6.998627372302266,8.67725916667847
7.017906357124293,8.770889621914963
7.024594268705457,8.826746933085417
7.025176396167883,8.86428244631554
7.024995257245365,8.899538063412537
7.024638604753218,8.934435094778893
7.026117226683279,8.973942265377776
7.0392685444398495,9.041933924304557
7.157607641892049,9.221869833380056
7.12660901495266,9.22163324896544
6.907862960803627,9.210309641253737
6.849762457529621,9.250096207996723
6.778512683428332,9.285986441425537
6.706589779330951,9.321691279924805
6.6349305215062095,9.357564597701911
6.56398675120802,9.392808668793277
6.494382496334897,9.426883794634103
6.3742336228816185,9.506852411998754
6.2738890950054795,9.627052243193178
6.2126143001924845,9.712460077730613
6.1564868600323415,9.78982867720207
6.091817357833506,9.883343279539666
6.036726583137167,9.957712463859474
5.995956424478877,10.003461355818922
5.959425963594448,10.040729183545478
5.923783809338502,10.07622001442286
5.88799794375625,10.111998330009905
5.85220064227396,10.147799522338888
5.816407319780662,10.183592755003879
5.780613991024463,10.219385999956964
5.744820570490216,10.255179427764896
5.709027162388214,10.290972843016954
5.673233754043249,10.326766254794352
5.637440083459893,10.36255966708273
5.6016472636851375,10.398353079403167
5.5658636502397165,10.434146491529795
5.530018222336583,10.469939904860139
5.493939995683753,10.505733322724664
5.4611397492585425,10.541526676749317
5.396427732475974,10.577320019581082
5.362718748531371,10.613116158610868
5.325911682667261,10.64890454541274
5.281288327517338,10.68459120264693
5.227781044146354,10.72089248879247
5.185443459683199,10.760369065380646
5.0684006803229025,10.836605204186188
5.021139385660327,10.877595256499033
4.944482545691184,10.913602837668266
4.900643883851799,10.949547712311782
4.818943362500512,10.99510808316719
4.732116887857774,11.04685728802823
4.660762406972204,11.082022007468158
4.592290373455974,11.117603852330406
4.4912637547066225,11.15342560067259
4.424975873323316,11.189221907189479
4.32496335246903,11.225014734938064
4.245348165158816,11.260819606962498
4.135065740034591,11.296569982338259
4.028602166971584,11.331975268680834
3.915516797127264,11.370651387408715
3.867276216976279,11.376871356469183
3.7487260334476247,11.418249263967784
3.6987576154091215,11.425336878848897
3.6132094280391804,11.450214270141311
3.531578640445261,11.473132955524642
3.478124719160814,11.481963215751557
3.408600789354722,11.498828436877663
3.3180983586861856,11.526182806446757
3.2526749730585536,11.540999790278807
3.1976129173806953,11.550634215646784
3.112587175757703,11.575162549983808
3.030559522057562,11.598527338900546
2.985323165201212,11.606945283630148
2.9286908046468945,11.626919130182587
2.890594608761969,11.629303674804417
2.831488708906601,11.652631229599875
2.797098805704799,11.651224898277299
2.7344036866323265,11.678126432288202
2.702775103678622,11.673961677441472
2.637743610536482,11.703199757242125
2.607791851331015,11.697358102488502
2.5432652271019265,11.726091314538401
2.492151995625136,11.741411133697694
2.448535298052178,11.749234418915353
2.3988662531834777,11.76311005284474
2.350773348005145,11.775409543063411
2.3055485214136837,11.784840903628078
2.255675306833222,11.7989209660648
2.190857674358238,11.827946824826572
2.161148193121466,11.821847363081483
2.0958048535802583,11.85137141858549
2.0620441858549405,11.85008318736145
2.0256211781426394,11.849624283145575
